Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity
contig12872	mss51_human ame: full= protein mss51 mitochondrial ame: full=zinc finger mynd domain-containing protein 17	2025	3	2.30E-96	86.67%
contig12873	---NA---	199	0		
contig12874	reps1_human ame: full= 1-associated eps domain-containing protein 1 ame: full= 1-interacting protein 1	859	4	1.17E-138	76.75%
contig12876	reps1_mouse ame: full= 1-associated eps domain-containing protein 1 ame: full= 1-interacting protein 1	504	5	7.31E-88	83.80%
contig12878	reps1_human ame: full= 1-associated eps domain-containing protein 1 ame: full= 1-interacting protein 1	1257	4	0	79.25%
contig12879	---NA---	1201	0		
contig12880	2abd_mouse ame: full=serine threonine-protein phosphatase 2a 55 kda regulatory subunit b delta isoform ame: full=pp2a subunit b isoform b55-delta ame: full=pp2a subunit b isoform pr55-delta ame: full=pp2a subunit b isoform r2-delta ame: full=pp2a subunit b isoform delta	178	5	1.99E-34	100.00%
contig12881	---NA---	1157	0		
contig12882	2abd_mouse ame: full=serine threonine-protein phosphatase 2a 55 kda regulatory subunit b delta isoform ame: full=pp2a subunit b isoform b55-delta ame: full=pp2a subunit b isoform pr55-delta ame: full=pp2a subunit b isoform r2-delta ame: full=pp2a subunit b isoform delta	1200	5	6.51E-153	97.80%
contig12883	2abd_rat ame: full=serine threonine-protein phosphatase 2a 55 kda regulatory subunit b delta isoform ame: full=pp2a subunit b isoform b55-delta ame: full=pp2a subunit b isoform pr55-delta ame: full=pp2a subunit b isoform r2-delta ame: full=pp2a subunit b isoform delta	251	5	2.30E-52	100.00%
contig12884	---NA---	433	0		
contig12885	---NA---	116	0		
contig12886	ciz1_human ame: full=cip1-interacting zinc finger protein ame: full=cdkn1a-interacting zinc finger protein 1 ame: full=nuclear protein np94 ame: full=zinc finger protein 356	1714	1	1.08E-128	76.00%
contig12887	ciz1_human ame: full=cip1-interacting zinc finger protein ame: full=cdkn1a-interacting zinc finger protein 1 ame: full=nuclear protein np94 ame: full=zinc finger protein 356	543	1	8.14E-48	77.00%
contig12888	---NA---	379	0		
contig12889	myb_human ame: full=transcriptional activator myb ame: full=proto-oncogene c-myb	1866	5	0	90.80%
contig12890	myb_mouse ame: full=transcriptional activator myb ame: full=proto-oncogene c-myb	109	4	4.08E-14	89.75%
contig12892	myb_mouse ame: full=transcriptional activator myb ame: full=proto-oncogene c-myb	1347	3	9.61E-14	94.33%
contig12893	---NA---	518	0		
contig12894	---NA---	199	0		
contig12895	lacc1_human ame: full=laccase domain-containing protein 1	1178	5	0	62.80%
contig12896	lacc1_mouse ame: full=laccase domain-containing protein 1	161	2	4.27E-28	98.00%
contig12897	---NA---	1234	0		
contig12898	---NA---	164	0		
contig12899	naa60_mouse ame: full=n-alpha-acetyltransferase 60 ame: full=n-acetyltransferase 15 ame: full= catalytic subunit	2548	5	2.06E-166	96.40%
contig12901	---NA---	1663	0		
contig12902	---NA---	227	0		
contig12903	---NA---	756	0		
contig12904	cep76_mouse ame: full=centrosomal protein of 76 kda short=cep76	1042	5	0	94.00%
contig12905	cep76_human ame: full=centrosomal protein of 76 kda short=cep76	280	5	4.18E-54	94.80%
contig12906	cep76_ponab ame: full=centrosomal protein of 76 kda short=cep76	553	5	9.25E-119	95.20%
contig12907	cep76_mouse ame: full=centrosomal protein of 76 kda short=cep76	1583	5	1.33E-19	98.40%
contig12908	---NA---	276	0		
contig12909	cp058_human ame: full=upf0420 protein c16orf58	845	5	1.08E-158	89.60%
contig12910	---NA---	330	0		
contig12912	---NA---	512	0		
contig12913	cp058_rat ame: full=upf0420 protein c16orf58 homolog	1315	5	2.01E-40	89.20%
contig12914	pol2_mouse ame: full=retrovirus-related pol polyprotein line-1 ame: full=long interspersed element-1 short=l1 includes: ame: full=reverse transcriptase includes: ame: full=endonuclease	3371	1	1.40E-11	78.00%
contig12915	---NA---	336	0		
contig12916	---NA---	170	0		
contig12917	---NA---	135	0		
contig12918	---NA---	959	0		
contig12919	fal1_neucr ame: full=atp-dependent rna helicase fal-1	765	5	1.20E-16	89.40%
contig12920	---NA---	716	0		
contig12921	---NA---	106	0		
contig12922	---NA---	420	0		
contig12923	if4a2_mouse ame: full=eukaryotic initiation factor 4a-ii short=eif-4a-ii short=eif4a-ii ame: full=atp-dependent rna helicase eif4a-2	1210	5	0	97.60%
contig12924	---NA---	182	0		
contig12925	---NA---	257	0		
contig12926	troap_human ame: full=tastin ame: full=trophinin-assisting protein ame: full=trophinin-associated protein	991	2	2.82E-133	71.00%
contig12927	---NA---	109	0		
contig12928	troap_human ame: full=tastin ame: full=trophinin-assisting protein ame: full=trophinin-associated protein	1292	2	4.22E-112	65.00%
contig12929	traf3_mouse ame: full=tnf receptor-associated factor 3 ame: full=cd40 receptor-associated factor 1 short=craf1 ame: full=trafamn	1030	5	5.29E-139	74.00%
contig12931	traf3_human ame: full=tnf receptor-associated factor 3 ame: full=cap-1 ame: full=cd40 receptor-associated factor 1 short=craf1 ame: full=cd40-binding protein short=cd40bp ame: full=lmp1-associated protein 1 short=lap1	2313	5	0	78.60%
contig12932	---NA---	907	0		
contig12933	---NA---	875	0		
contig12934	---NA---	1371	0		
contig12935	hnrll_human ame: full=heterogeneous nuclear ribonucleoprotein l-like short=hnrnpll ame: full=stromal rna-regulating factor	1879	5	0	75.80%
contig12936	hnrll_human ame: full=heterogeneous nuclear ribonucleoprotein l-like short=hnrnpll ame: full=stromal rna-regulating factor	651	5	1.39E-139	84.20%
contig12937	---NA---	611	0		
contig12938	---NA---	1684	0		
contig12939	ppil2_human ame: full=peptidyl-prolyl cis-trans isomerase-like 2 short=ppiase ame: full=cyclophilin-60 ame: full=cyclophilin-like protein cyp-60 ame: full=rotamase ppil2	389	5	1.00E-55	73.80%
contig12940	ppil2_human ame: full=peptidyl-prolyl cis-trans isomerase-like 2 short=ppiase ame: full=cyclophilin-60 ame: full=cyclophilin-like protein cyp-60 ame: full=rotamase ppil2	256	5	5.34E-51	87.60%
contig12941	ppil2_human ame: full=peptidyl-prolyl cis-trans isomerase-like 2 short=ppiase ame: full=cyclophilin-60 ame: full=cyclophilin-like protein cyp-60 ame: full=rotamase ppil2	645	5	4.12E-142	81.20%
contig12942	ppil2_human ame: full=peptidyl-prolyl cis-trans isomerase-like 2 short=ppiase ame: full=cyclophilin-60 ame: full=cyclophilin-like protein cyp-60 ame: full=rotamase ppil2	2594	3	4.89E-41	76.67%
contig12943	---NA---	363	0		
contig12944	---NA---	320	0		
contig12945	spe39_human ame: full=spermatogenesis-defective protein 39 homolog short=hspe-39 ame: full=vps33b-interacting protein in apical-basolateral polarity regulator ame: full=vps33b-interacting protein in polarity and apical restriction	837	5	5.13E-177	90.00%
contig12947	spe39_bovin ame: full=spermatogenesis-defective protein 39 homolog short=spe-39 ame: full=vps33b-interacting protein in apical-basolateral polarity regulator ame: full=vps33b-interacting protein in polarity and apical restriction	1572	5	5.84E-138	96.00%
contig12948	---NA---	107	0		
contig12949	---NA---	146	0		
contig12950	daxx_cerae ame: full=death domain-associated protein 6 ame: full=daxx	257	3	9.98E-14	83.67%
contig12951	---NA---	149	0		
contig12952	daxx_human ame: full=death domain-associated protein 6 ame: full=daxx short=hdaxx ame: full=ets1-associated protein 1 short=eap1 ame: full=fas death domain-associated protein	2174	5	0	87.80%
contig12953	---NA---	114	0		
contig12954	ric8a_mouse ame: full=synembryn-a ame: full=protein ric-8a	1836	5	3.29E-175	89.40%
contig12955	ric8a_bovin ame: full=synembryn-a ame: full=protein ric-8a	244	5	4.01E-46	96.60%
contig12957	ric8a_mouse ame: full=synembryn-a ame: full=protein ric-8a	1157	5	1.11E-49	98.80%
contig12958	---NA---	539	0		
contig12959	pknx1_human ame: full=homeobox protein pknox1 ame: full=homeobox protein prep-1 ame: full=pbx knotted homeobox 1	3640	5	0	86.20%
contig12960	pknx1_mouse ame: full=homeobox protein pknox1 ame: full=pbx knotted homeobox 1	129	3	1.68E-20	95.00%
contig12961	---NA---	222	0		
contig12962	---NA---	213	0		
contig12963	---NA---	869	0		
contig12964	rusc2_mouse ame: full=iporin ame: full=interacting protein of rab1 ame: full=run and sh3 domain-containing protein 2	404	2	7.89E-32	92.00%
contig12965	rusc2_mouse ame: full=iporin ame: full=interacting protein of rab1 ame: full=run and sh3 domain-containing protein 2	1377	4	4.53E-174	80.75%
contig12967	rusc2_human ame: full=iporin ame: full=interacting protein of rab1 ame: full=run and sh3 domain-containing protein 2	835	4	1.12E-50	74.25%
contig12968	rusc2_human ame: full=iporin ame: full=interacting protein of rab1 ame: full=run and sh3 domain-containing protein 2	265	2	2.33E-31	95.50%
contig12969	sta5b_mouse ame: full=signal transducer and activator of transcription 5b	2216	5	0	99.00%
contig12970	sta5a_rat ame: full=signal transducer and activator of transcription 5a ame: full=mammary gland factor	257	5	2.28E-50	94.80%
contig12971	---NA---	821	0		
contig12972	bcl2_mouse ame: full=apoptosis regulator bcl-2	792	5	2.08E-99	97.80%
contig12973	sta5a_pig ame: full=signal transducer and activator of transcription 5a	833	5	0	98.80%
contig12974	cep95_human ame: full=centrosomal protein of 95 kda short=cep95 ame: full=coiled-coil domain-containing protein 45	906	3	9.05E-109	69.67%
contig12975	---NA---	642	0		
contig12976	cep95_human ame: full=centrosomal protein of 95 kda short=cep95 ame: full=coiled-coil domain-containing protein 45	123	2	3.24E-09	77.00%
contig12977	---NA---	570	0		
contig12978	cep95_rat ame: full=centrosomal protein of 95 kda short=cep95 ame: full=coiled-coil domain-containing protein 45	940	3	8.15E-122	92.67%
contig12979	vegfb_human ame: full=vascular endothelial growth factor b short=vegf-b ame: full=vegf-related factor short=vrf flags: precursor	461	5	2.77E-68	85.00%
contig12981	---NA---	135	0		
contig12982	---NA---	816	0		
contig12983	---NA---	1526	0		
contig12984	bmp8b_human ame: full=bone morphogenetic protein 8b short=bmp-8 short=bmp-8b ame: full=osteogenic protein 2 short=op-2 flags: precursor	2199	5	5.15E-120	88.80%
contig12986	bmp8a_human ame: full=bone morphogenetic protein 8a short=bmp-8a flags: precursor	193	5	1.16E-32	86.20%
contig12987	---NA---	204	0		
contig12988	---NA---	131	0		
contig12989	tm40l_human ame: full=mitochondrial import receptor subunit tom40b ame: full=protein tomm40-like	1714	5	2.96E-46	96.80%
contig12991	tm40l_human ame: full=mitochondrial import receptor subunit tom40b ame: full=protein tomm40-like	643	5	5.28E-113	93.00%
contig12992	---NA---	227	0		
contig12993	---NA---	126	0		
contig12994	zn416_human ame: full=zinc finger protein 416	1960	5	5.97E-135	57.80%
contig12997	---NA---	123	0		
contig12998	---NA---	472	0		
contig12999	cdc7_human ame: full=cell division cycle 7-related protein kinase short=cdc7-related kinase short= dc7 short=hucdc7	1806	5	1.16E-72	69.40%
contig13001	cdc7_human ame: full=cell division cycle 7-related protein kinase short=cdc7-related kinase short= dc7 short=hucdc7	179	2	7.06E-12	72.00%
contig13003	cdc7_human ame: full=cell division cycle 7-related protein kinase short=cdc7-related kinase short= dc7 short=hucdc7	476	5	1.73E-60	73.60%
contig13004	itk_mouse ame: full=tyrosine-protein kinase itk tsk ame: full=il-2-inducible t-cell kinase ame: full=kinase emt ame: full=kinase tlk ame: full=t-cell-specific kinase	3596	5	0	80.80%
contig13005	itk_human ame: full=tyrosine-protein kinase itk tsk ame: full=interleukin-2-inducible t-cell kinase short=il-2-inducible t-cell kinase ame: full=kinase emt ame: full=t-cell-specific kinase ame: full=tyrosine-protein kinase lyk	190	5	4.44E-36	80.40%
contig13007	---NA---	371	0		
contig13008	---NA---	313	0		
contig13009	---NA---	1903	0		
contig13011	zpbp1_pig ame: full=zona pellucida-binding protein 1 ame: full=sp38 flags: precursor	176	5	7.58E-34	85.40%
contig13012	zpbp1_pig ame: full=zona pellucida-binding protein 1 ame: full=sp38 flags: precursor	277	5	2.10E-54	84.20%
contig13013	zpbp1_human ame: full=zona pellucida-binding protein 1 ame: full=sp38 flags: precursor	295	1	1.50E-09	74.00%
contig13014	ggt7_human ame: full=gamma-glutamyltransferase 7 short=ggt 7 ame: full=gamma-glutamyltransferase-like 3 ame: full=gamma-glutamyltransferase-like 5 ame: full=gamma-glutamyltranspeptidase 7 ame: full=glutathione hydrolase 7 contains: ame: full=gamma-glutamyltransferase 7 heavy chain contains: ame: full=gamma-glutamyltransferase 7 light chain flags: precursor	697	5	1.38E-126	95.40%
contig13016	ggt7_human ame: full=gamma-glutamyltransferase 7 short=ggt 7 ame: full=gamma-glutamyltransferase-like 3 ame: full=gamma-glutamyltransferase-like 5 ame: full=gamma-glutamyltranspeptidase 7 ame: full=glutathione hydrolase 7 contains: ame: full=gamma-glutamyltransferase 7 heavy chain contains: ame: full=gamma-glutamyltransferase 7 light chain flags: precursor	752	5	8.15E-152	85.60%
contig13018	ggt7_human ame: full=gamma-glutamyltransferase 7 short=ggt 7 ame: full=gamma-glutamyltransferase-like 3 ame: full=gamma-glutamyltransferase-like 5 ame: full=gamma-glutamyltranspeptidase 7 ame: full=glutathione hydrolase 7 contains: ame: full=gamma-glutamyltransferase 7 heavy chain contains: ame: full=gamma-glutamyltransferase 7 light chain flags: precursor	1042	4	1.78E-77	98.50%
contig13019	mcln2_human ame: full=mucolipin-2	980	2	9.12E-11	75.50%
contig13020	---NA---	824	0		
contig13021	mcln2_human ame: full=mucolipin-2	436	5	4.43E-93	92.80%
contig13022	mcln2_human ame: full=mucolipin-2	1158	5	0	74.80%
contig13023	---NA---	238	0		
contig13024	---NA---	770	0		
contig13025	aff3_human ame: full=af4 fmr2 family member 3 ame: full=lymphoid nuclear protein related to af4 short=protein laf-4	1440	5	0	86.40%
contig13027	aff3_human ame: full=af4 fmr2 family member 3 ame: full=lymphoid nuclear protein related to af4 short=protein laf-4	516	5	1.11E-43	86.20%
contig13028	---NA---	320	0		
contig13029	dgat1_chlae ame: full=diacylglycerol o-acyltransferase 1 ame: full=acyl- retinol o-fatty-acyltransferase short=arat short=retinol o-fatty-acyltransferase ame: full=diglyceride acyltransferase	1378	5	3.08E-53	92.80%
contig13031	dgat1_bovin ame: full=diacylglycerol o-acyltransferase 1 ame: full=acyl- retinol o-fatty-acyltransferase short=arat short=retinol o-fatty-acyltransferase ame: full=diglyceride acyltransferase	221	5	1.95E-46	99.60%
contig13033	dgat1_mouse ame: full=diacylglycerol o-acyltransferase 1 ame: full=acyl- retinol o-fatty-acyltransferase short=arat short=retinol o-fatty-acyltransferase ame: full=diglyceride acyltransferase	846	5	3.03E-153	92.00%
contig13034	---NA---	150	0		
contig13035	fbxl4_mouse ame: full=f-box lrr-repeat protein 4 ame: full=f-box and leucine-rich repeat protein 4	698	3	8.33E-108	97.33%
contig13036	fbxl4_bovin ame: full=f-box lrr-repeat protein 4 ame: full=f-box and leucine-rich repeat protein 4	150	3	2.27E-26	97.33%
contig13037	fbxl4_bovin ame: full=f-box lrr-repeat protein 4 ame: full=f-box and leucine-rich repeat protein 4	1594	5	0	75.20%
contig13038	---NA---	133	0		
contig13039	pex6_human ame: full=peroxisome assembly factor 2 short=paf-2 ame: full=peroxin-6 ame: full=peroxisomal biogenesis factor 6 ame: full=peroxisomal-type atpase 1	1347	5	0	85.60%
contig13040	---NA---	534	0		
contig13041	pex6_human ame: full=peroxisome assembly factor 2 short=paf-2 ame: full=peroxin-6 ame: full=peroxisomal biogenesis factor 6 ame: full=peroxisomal-type atpase 1	462	3	7.15E-85	86.67%
contig13042	pex6_rat ame: full=peroxisome assembly factor 2 short=paf-2 ame: full=peroxin-6 ame: full=peroxisomal biogenesis factor 6 ame: full=peroxisomal-type atpase 1	539	3	4.00E-83	89.00%
contig13043	---NA---	310	0		
contig13044	dgkz_rat ame: full=diacylglycerol kinase zeta short=dag kinase zeta ame: full=104 kda diacylglycerol kinase ame: full=dgk-iv ame: full=diglyceride kinase zeta short=dgk-zeta	950	5	2.01E-72	83.80%
contig13045	dgkz_human ame: full=diacylglycerol kinase zeta short=dag kinase zeta ame: full=diglyceride kinase zeta short=dgk-zeta	1094	5	0	86.60%
contig13046	dgkz_human ame: full=diacylglycerol kinase zeta short=dag kinase zeta ame: full=diglyceride kinase zeta short=dgk-zeta	1355	5	0	87.60%
contig13047	---NA---	358	0		
contig13048	---NA---	133	0		
contig13049	---NA---	885	0		
contig13050	f118a_mouse ame: full=protein fam118a	535	5	1.56E-115	77.00%
contig13051	---NA---	414	0		
contig13052	---NA---	974	0		
contig13053	f118a_mouse ame: full=protein fam118a	656	5	7.52E-111	82.00%
contig13054	heat3_human ame: full=heat repeat-containing protein 3	1039	2	5.74E-51	95.00%
contig13055	heat3_mouse ame: full=heat repeat-containing protein 3	1122	2	0	89.50%
contig13056	heat3_human ame: full=heat repeat-containing protein 3	110	2	5.34E-16	97.00%
contig13057	heat3_human ame: full=heat repeat-containing protein 3	659	2	1.58E-102	93.50%
contig13058	---NA---	245	0		
contig13059	zn664_human ame: full=zinc finger protein 664 ame: full=zinc finger protein 176 ame: full=zinc finger protein from organ of corti	1280	5	1.57E-91	94.80%
contig13061	zn664_ponab ame: full=zinc finger protein 664	2401	5	6.90E-24	89.40%
contig13062	zf64a_human ame: full=zinc finger protein 64 isoforms 1 and 2 short=zfp-64 ame: full=zinc finger protein 338	878	5	2.53E-145	80.60%
contig13063	zf64a_human ame: full=zinc finger protein 64 isoforms 1 and 2 short=zfp-64 ame: full=zinc finger protein 338	339	5	4.48E-50	71.40%
contig13064	---NA---	1557	0		
contig13065	clk3_bovin ame: full=dual specificity protein kinase clk3 ame: full=cdc-like kinase 3	833	5	0	97.60%
contig13067	clk3_rat ame: full=dual specificity protein kinase clk3 ame: full=cdc-like kinase 3	504	5	2.32E-51	91.60%
contig13068	clk3_bovin ame: full=dual specificity protein kinase clk3 ame: full=cdc-like kinase 3	655	4	4.44E-36	93.50%
contig13069	tt39c_human ame: full=tetratricopeptide repeat protein 39c short=tpr repeat protein 39c	450	4	6.85E-43	93.75%
contig13070	---NA---	1345	0		
contig13071	tt39c_human ame: full=tetratricopeptide repeat protein 39c short=tpr repeat protein 39c	701	5	2.87E-165	85.20%
contig13072	tt39c_rat ame: full=tetratricopeptide repeat protein 39c short=tpr repeat protein 39c	139	4	1.09E-25	98.00%
contig13073	tt39c_mouse ame: full=tetratricopeptide repeat protein 39c short=tpr repeat protein 39c	576	5	1.39E-130	85.00%
contig13074	marh1_human ame: full=e3 ubiquitin-protein ligase march1 ame: full=membrane-associated ring finger protein 1 ame: full=membrane-associated ring-ch protein i short=march-i ame: full=ring finger protein 171	1786	5	2.54E-73	86.40%
contig13076	dnsl3_human ame: full=deoxyribonuclease gamma short=dnase gamma ame: full=dnase i homolog protein dhp2 ame: full=deoxyribonuclease i-like 3 short=dnase i-like 3 ame: full=liver and spleen dnase short=ls-dnase short=lsd flags: precursor	2703	5	2.57E-171	82.20%
contig13077	---NA---	217	0		
contig13078	---NA---	168	0		
contig13079	fmnl_human ame: full=formin-like protein 1 ame: full=cll-associated antigen kw-13 ame: full=leukocyte formin	454	2	6.85E-22	84.00%
contig13080	---NA---	520	0		
contig13081	fmnl_human ame: full=formin-like protein 1 ame: full=cll-associated antigen kw-13 ame: full=leukocyte formin	622	5	1.69E-117	93.40%
contig13082	---NA---	1532	0		
contig13083	fmnl_human ame: full=formin-like protein 1 ame: full=cll-associated antigen kw-13 ame: full=leukocyte formin	717	5	8.90E-108	81.80%
contig13084	cd37_human ame: full=leukocyte antigen cd37 ame: full=tetraspanin-26 short=tspan-26 ame: cd_antigen=cd37	314	4	2.73E-12	95.75%
contig13085	cd37_mouse ame: full=leukocyte antigen cd37 ame: cd_antigen=cd37	622	5	7.39E-100	77.60%
contig13086	tead2_human ame: full=transcriptional enhancer factor tef-4 ame: full=tea domain family member 2 short=tead-2	2375	5	0	82.20%
contig13087	---NA---	302	0		
contig13088	---NA---	683	0		
contig13089	banp_mouse ame: full=protein banp ame: full=btg3-associated nuclear protein ame: full=scaffold matrix-associated region-1-binding protein	863	5	1.27E-74	94.00%
contig13090	banp_mouse ame: full=protein banp ame: full=btg3-associated nuclear protein ame: full=scaffold matrix-associated region-1-binding protein	117	3	2.25E-17	98.00%
contig13091	banp_bovin ame: full=protein banp	967	5	0	87.60%
contig13093	---NA---	528	0		
contig13094	anag_human ame: full=alpha-n-acetylglucosaminidase ame: full=n-acetyl-alpha-glucosaminidase short=nag contains: ame: full=alpha-n-acetylglucosaminidase 82 kda form contains: ame: full=alpha-n-acetylglucosaminidase 77 kda form flags: precursor	337	1	6.07E-47	94.00%
contig13095	---NA---	491	0		
contig13096	anag_human ame: full=alpha-n-acetylglucosaminidase ame: full=n-acetyl-alpha-glucosaminidase short=nag contains: ame: full=alpha-n-acetylglucosaminidase 82 kda form contains: ame: full=alpha-n-acetylglucosaminidase 77 kda form flags: precursor	232	1	2.62E-37	90.00%
contig13098	anag_human ame: full=alpha-n-acetylglucosaminidase ame: full=n-acetyl-alpha-glucosaminidase short=nag contains: ame: full=alpha-n-acetylglucosaminidase 82 kda form contains: ame: full=alpha-n-acetylglucosaminidase 77 kda form flags: precursor	1594	1	0	89.00%
contig13099	---NA---	1453	0		
contig13100	skp2_mouse ame: full=s-phase kinase-associated protein 2 ame: full=cyclin-a cdk2-associated protein p45 ame: full=f-box protein skp2 ame: full=f-box wd-40 protein 1 short=fwd1	379	2	2.54E-65	88.50%
contig13101	skp2_human ame: full=s-phase kinase-associated protein 2 ame: full=cyclin-a cdk2-associated protein p45 ame: full=f-box protein skp2 ame: full=f-box lrr-repeat protein 1 ame: full=p45skp2	2000	2	1.06E-96	93.00%
contig13102	skp2_mouse ame: full=s-phase kinase-associated protein 2 ame: full=cyclin-a cdk2-associated protein p45 ame: full=f-box protein skp2 ame: full=f-box wd-40 protein 1 short=fwd1	580	2	3.86E-70	89.00%
contig13103	---NA---	105	0		
contig13104	gnl3_human ame: full=guanine nucleotide-binding 3 ame: full=e2-induced gene 3 protein ame: full=novel nucleolar protein 47 short=nnp47 ame: full=nucleolar gtp-binding protein 3 ame: full=nucleostemin	504	5	2.73E-33	87.60%
contig13105	---NA---	426	0		
contig13106	gnl3_human ame: full=guanine nucleotide-binding 3 ame: full=e2-induced gene 3 protein ame: full=novel nucleolar protein 47 short=nnp47 ame: full=nucleolar gtp-binding protein 3 ame: full=nucleostemin	1152	5	3.03E-169	78.40%
contig13107	---NA---	194	0		
contig13108	gnl3_rat ame: full=guanine nucleotide-binding 3 ame: full=nucleolar gtp-binding protein 3 ame: full=nucleostemin	483	2	3.84E-09	80.50%
contig13109	klh12_human ame: full=kelch-like protein 12 ame: full=cul3-interacting protein 1 ame: full=dkir homolog short=hdkir	2455	5	0	98.20%
contig13110	klh12_rat ame: full=kelch-like protein 12 ame: full=cul3-interacting protein 1	746	5	7.83E-174	98.80%
contig13111	---NA---	388	0		
contig13112	---NA---	309	0		
contig13113	---NA---	251	0		
contig13114	hnrpm_human ame: full=heterogeneous nuclear ribonucleoprotein m short=hnrnp m	1291	5	0	91.20%
contig13116	hnrpm_human ame: full=heterogeneous nuclear ribonucleoprotein m short=hnrnp m	520	5	4.33E-84	95.60%
contig13117	---NA---	117	0		
contig13118	hnrpm_human ame: full=heterogeneous nuclear ribonucleoprotein m short=hnrnp m	519	5	1.64E-92	86.80%
contig13119	nud13_human ame: full=nucleoside diphosphate-linked moiety x motif 13 short=nudix motif 13 ame: full=protein -16	1714	5	3.38E-69	72.40%
contig13121	nud13_human ame: full=nucleoside diphosphate-linked moiety x motif 13 short=nudix motif 13 ame: full=protein -16	340	2	1.09E-62	86.00%
contig13122	nud13_human ame: full=nucleoside diphosphate-linked moiety x motif 13 short=nudix motif 13 ame: full=protein -16	432	2	9.68E-33	85.50%
contig13123	---NA---	292	0		
contig13124	faf2_human ame: full=fas-associated factor 2 ame: full=protein etea ame: full=ubx domain-containing protein 3b ame: full=ubx domain-containing protein 8	322	5	4.82E-56	97.60%
contig13125	faf2_human ame: full=fas-associated factor 2 ame: full=protein etea ame: full=ubx domain-containing protein 3b ame: full=ubx domain-containing protein 8	576	5	1.25E-138	97.60%
contig13126	faf2_rat ame: full=fas-associated factor 2 ame: full=ubx domain-containing protein 8	2679	5	8.91E-75	97.60%
contig13127	---NA---	185	0		
contig13128	---NA---	528	0		
contig13129	nup88_rat ame: full=nuclear pore complex protein nup88 ame: full=88 kda nucleoporin ame: full=nucleoporin nup84 ame: full=nucleoporin nup88	1342	3	6.22E-79	98.67%
contig13130	nup88_rat ame: full=nuclear pore complex protein nup88 ame: full=88 kda nucleoporin ame: full=nucleoporin nup84 ame: full=nucleoporin nup88	190	3	1.05E-32	98.00%
contig13131	---NA---	237	0		
contig13132	nup88_human ame: full=nuclear pore complex protein nup88 ame: full=88 kda nucleoporin ame: full=nucleoporin nup88	1371	4	0	83.00%
contig13133	---NA---	153	0		
contig13134	glt11_human ame: full=polypeptide n-acetylgalactosaminyltransferase 11 ame: full=polypeptide c transferase 11 short= c-t11 short=pp- ase 11 ame: full=protein-udp acetylgalactosaminyltransferase 11 ame: full=udp- c:polypeptide n-acetylgalactosaminyltransferase 11	1208	5	8.29E-154	78.40%
contig13135	---NA---	498	0		
contig13136	glt11_human ame: full=polypeptide n-acetylgalactosaminyltransferase 11 ame: full=polypeptide c transferase 11 short= c-t11 short=pp- ase 11 ame: full=protein-udp acetylgalactosaminyltransferase 11 ame: full=udp- c:polypeptide n-acetylgalactosaminyltransferase 11	117	5	8.48E-20	96.80%
contig13137	glt11_rat ame: full=polypeptide n-acetylgalactosaminyltransferase 11 ame: full=polypeptide c transferase 11 short= c-t11 short=pp- ase 11 ame: full=protein-udp acetylgalactosaminyltransferase 11 ame: full=udp- c:polypeptide n-acetylgalactosaminyltransferase 11	1118	5	0	79.20%
contig13138	---NA---	579	0		
contig13139	unk_canfa ame: full=ring finger protein unkempt homolog ame: full=zinc finger ccch domain-containing protein 5	498	5	2.27E-64	80.00%
contig13140	unk_mouse ame: full=ring finger protein unkempt homolog ame: full=zinc finger ccch domain-containing protein 5	182	3	1.95E-34	98.67%
contig13141	unk_canfa ame: full=ring finger protein unkempt homolog ame: full=zinc finger ccch domain-containing protein 5	531	3	1.40E-66	97.33%
contig13142	unk_mouse ame: full=ring finger protein unkempt homolog ame: full=zinc finger ccch domain-containing protein 5	200	3	2.52E-34	93.00%
contig13143	unk_human ame: full=ring finger protein unkempt homolog ame: full=zinc finger ccch domain-containing protein 5	1198	5	0	93.40%
contig13144	stk38_human ame: full=serine threonine-protein kinase 38 ame: full=ndr1 protein kinase ame: full=nuclear dbf2-related kinase 1	1070	5	0	97.60%
contig13145	stk38_bovin ame: full=serine threonine-protein kinase 38	120	5	5.77E-23	100.00%
contig13146	stk38_human ame: full=serine threonine-protein kinase 38 ame: full=ndr1 protein kinase ame: full=nuclear dbf2-related kinase 1	2029	5	1.97E-97	94.20%
contig13147	---NA---	996	0		
contig13148	---NA---	495	0		
contig13149	fa7_pantr ame: full=coagulation factor vii ame: full=serum prothrombin conversion accelerator contains: ame: full=factor vii light chain contains: ame: full=factor vii heavy chain flags: precursor	1411	5	3.75E-124	69.60%
contig13150	---NA---	598	0		
contig13151	fa7_human ame: full=coagulation factor vii ame: full=proconvertin ame: full=serum prothrombin conversion accelerator short=spca ame: inn=eptacog alfa contains: ame: full=factor vii light chain contains: ame: full=factor vii heavy chain flags: precursor	256	5	2.17E-44	87.00%
contig13153	fa7_human ame: full=coagulation factor vii ame: full=proconvertin ame: full=serum prothrombin conversion accelerator short=spca ame: inn=eptacog alfa contains: ame: full=factor vii light chain contains: ame: full=factor vii heavy chain flags: precursor	401	5	1.24E-25	90.20%
contig13154	ldb1_xenla ame: full=lim domain-binding protein 1 short=ldb-1 short=xldb1	1727	5	1.70E-29	100.00%
